name;presentation;année de création;Chiffre d’affaires;Collaborateurs;siége;Activité;website;twitter;facebook;linkedin;skills 
genwaves GROUP;"Genwaves, acteur en technologies avancées, est présent dans les domaines de la R&D ou bureaux d’études et apporte de véritables solutions humaines et techniques dans les domaines suivants : 

     	- Electronique
- Informatique industrielle et informatique embarquée
     	- Ingénierie Système
    	- Technologies de l’information";2012;;20 - 99;La Ciotat, Provence-Alpes-Côte d'Azur;ESN;http://www.genwaves.fr;;;;
it-newvision sas;"IT-NewVision est une société spécialisée dans l’intégration des systèmes d’information clientèle pour le secteur de l’eau et de l’énergie. Créée en 2007, la société compte aujourd’hui une centaine de consultants spécialisés dans ce secteur, avec une expertise sur trois solutions majeures : la suite Oracle Utilities, la plateforme Opencellsoft, et la suite e-GEE. 

Notre valeur ajoutée provient de notre capacité à adapter techniquement ces solutions aux besoins de nos clients grâce à notre compréhension de leur métier.Nous intervenons sur toutes les phases et activités d’un projet, de la conception jusqu’à la mise en production et le maintien en condition opérationnelle de l’application, et accompagnons nos clients pour maîtriser ces nouvelles technologies.

Nos bureaux sont implantés à Paris, Londres et Casablanca, pour offrir à nos clients le meilleur service de proximité avec une maîtrise considérable des budgets.";2007;;100 - 249;Paris, France;ESN;https://www.it-newvision.com;;;;
ANKAA CORP;"NOTRE DIFFÉRENCE : REDONNER DU SENS À LA PERFORMANCE

- En centrant les compétences des managers d'activité internes ANKAA PMO®, chargés de votre suivi dès les premiers contacts commerciaux, sur l'organisation, le pilotage et le suivi Qualité de vos projets.
- En restant objectifs dans le conseil car détachés de tout partenariat constructeur et/ou éditeur.
- En sollicitant de façon flexible et dynamique notre équipe d'experts métiers, fonctionnels ou techniques constituée exclusivement de consultants externes accrédités, gage de vous fournir le meilleur niveau d'expertise sur les projets.

ANKAA PMO® interpelle et intéresse...";2007;;100 - 249;Le Bourget-du-Lac, Auvergne-Rhône-Alpes;ESN;https://www.ankaa-pmo.com;;;;
Amaris France;"Amaris est un groupe international de Conseil en Technologies et Management présent à travers plus de 60 implantations dans le monde.

Notre métier consiste à accompagner nos clients dans la réalisation de leurs projets. Nous intervenons au sein de leur organisation afin de les aider à améliorer leur efficacité et à accroître leurs performances. Notre connaissance de leurs secteurs d’activités ainsi que nos expertises fonctionnelles et techniques nous permettent de leur offrir les conseils les plus adaptés à la réalisation de leurs projets.

La valeur ajoutée d’Amaris réside dans la qualité et le suivi de ses équipes ainsi que dans la capitalisation des savoir-faire. Chaque employé est encouragé à développer un style de travail proactif et orienté vers l’efficience afin d’apporter des solutions toujours plus innovantes.";2007;;> 1 000;Genève, Suisse;Cabinet de conseil;http://www.amaris.com/;;;;
Mindquest (anciennement Club Freelance);"Mindquest est une société de services de recrutement mettant en relation des entreprises avec les meilleurs professionnels de l’IT.  

Mindquest est né du constat que tous les acteurs du marché proposaient le même type de service, plus focalisés sur le profit court terme que sur l'adéquation client-fournisseur. C’est ainsi qu’en 2014, Thomas Delfort, ancien DSI de grandes multinationales et Manuela Garampon, experte en recrutement de profils IT, ont décidé d'unir leurs forces pour créer un cabinet dont l'objectif était d'aider les entreprises à couvrir l'ensemble de leurs besoins en experts IT grâce à des services complets de recrutement de freelances. 

Chez Mindquest notre mission est simple : aider les entreprises à trouver les meilleurs professionnels de l'informatique et accompagner les experts IT dans leur quête des meilleures opportunités de carrière, en France ou à l’étranger et quel que soit le type de contrat. 

Mindquest se caractérise par un modèle hybride. Nous proposons en effet à nos clients et à nos candidats un accompagnement à forte valeur ajoutée, qui allie expertise humaine et expérience digitale. Notre modèle économique est de ce fait unique et repose sur une plateforme de gestion de talents soutenue par un groupe dynamique d'experts en recrutement informatique accompagne nos clients et talents avec réactivité et en construisant des relations de proximité et de confiance à long terme. 

Mindquest se base également sur un modèle organisationnel unique, avec une équipe de Talent Community Specialists basée au sein d'un Sourcing Hub à Barcelone, et des Key Account Managers locaux, spécialisés par secteur. Nos Talent Community Specialists sont des experts du recrutement, spécialisés sur un type de technologie ou un domaine d’expertise technique. En contact permanent avec les membres de leurs communautés de talents, ils se forment continuellement aux évolutions de leur domaine d’expertise et en comprennent parfaitement les enjeux. 

Quatre valeurs fondamentales nous définissent aujourd'hui : 

Nous allons droit au but  
Nous misons sur l’expertise  
Nous sommes audacieux et nous nous efforçons d'innover en permanence 
Nous sommes pleinement engagés auprès de nos clients et consultants 

N’attendez plus… rejoignez l’aventure !";2014;;20 - 99;Paris, France;Cabinet de recrutement / placement;https://www.fr.mindquest.io;https://mobile.twitter.com/mindquest_fr;;https://fr.linkedin.com/company/mindquest-connect;
CAPPUCCINO CONSULTING;Créée en 2018, Cappuccino-Consulting est une société de services qui vous accompagne dans votre staffing de freelance et recrutement IT. Elle est dédiée à rendre votre recrutement plus efficace. Quelques soient vos besoins, freelances ou recrutements internes, nous avons les outils et les méthodes pour y parvenir efficacement et dans les meilleurs délais.;2018;1000000;< 20;Paris, France;ESN;https://cappuccino-consulting.com/;;;;Ansible, Azure, Cloud, Javascript, AWS Cloud
all4test;"la société ALL4TEST (www.all4test.com), société spécialisé dans le test et la qualité logiciel.
la société ALL4TEST a été crée en 2006 et se positionne depuis comme un « pure player » dans le domaine.

Notre objectif est de vous permettre d’améliorer et garantir la qualité de vos logiciels, de vos produits, d’augmenter votre productivité et votre réactivité (méthode Agile) tout en en optimisant l'effort de test.

Dans cette optique, nous proposons des METHODES, des OUTILS et des SERVICES.

 Avec le temps, nous avons également formalisé des offres de test propres à certains métiers ou secteurs d’activité comme :

-          Les applications mobiles (tablette, smartphone)

-          Les logiciels prope aux TV connectées, STB, VOD

-          Les portails Web

-          L’automobile

-          Banque / Assurance

-          …

Nous sommes à ce jour présents en région PACA et Ile de France et possédons une plateforme de production en Nearshore (TRA).
·";;;< 20;Nice, Provence-Alpes-Côte d'Azur;ESN;http://www.all4test.com;;;;
PROPULSE IT;"PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux. 

PROPULSE IT est un réseau de consultants à forte valeur ajoutée, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients.

A ce jour, le réseau de freelance PROPULSE IT comporte plus de 6500 consultants sur toute la France, et couvre l’ensemble des besoins IT et digitaux.

En constituant ce réseau par cooptation de clients ou de consultants, nous avons privilégié la constance dans le savoir-faire technique et le savoir-être, pour devenir un véritable partenaire privilégié de nos clients.

Quel que soit votre besoin : 
•	Mise à disposition de compétences (long terme, expertise ou mode pompier)
•	Réalisation de forfaits (développement d’applications métiers, mobiles, sites Web/intranet/extranet)
•	Mise en place de centre de Services ou compétences (sur place, nearshore en Pologne)
•	TMA, hébergement
•	Formation
•	Produits clés en main (d’applications métiers, mobiles, sites Web/intranet/extranet) 

Nous apportons une réponse adaptée, en sélectionnant dans notre réseau les consultants ciblés.

Think Quality, Think Freelance
Think PROPULSE IT

Spécialisations
Gouvernance et Transformation IT, Data Exchange -EDI EAI ESB ETL, Data Intelligence -Big Data & BI, Collaboratif -Sharepoint, O 365, Démat, Digital -Applis, Iot, SEO SEA, Sites Web & Ebusiness, CRM -Salesforce, Dynamics, ERP, Applications métiers et Infra & Cloud";2014;;250 - 999;Paris, France;ESN;https://www.propulse-it.fr;;;;
SKILL EXPERT;"SKILL EXPERT est le spécialiste des Missions Réseau, Sécurité et Système

Société de service en informatique dynamique et innovante fondée en 2011, SKILL EXPERT c'est une équipe à même de comprendre et d'anticiper aussi bien les besoins de ses clients que les aspirations de ses consultants.

Rejoignez nous sur www.skill-expert.fr";2011;;< 20;Fontenay-sous-Bois, Île-de-France;ESN;https://www.skill-expert.fr;;;;
Amontech;"Amontech, Cabinet de conseil de 70 Consultants qui interviennent sur les Hautes Technologies: Java,.Net, C++ dans le domaine de la Finance de Marché sur les métiers du Front, Middle, Back Office & Risk. Nos consultants interviennent également sur les progiciels Sophis, Summit, Calypso...

Nos clients: SG-CIB, Natixis, CA-CIB, BNP-IP, AXA IM...";2008;;100 - 249;Paris, France;ESN;http://www.amontech.fr;;;;
AVANISTA;"Avanista est une société de conseil créée en 2012 par deux personnalités, expertes dans leurs domaines respectifs (Infrastructure, MOA, MOE), le Groupe a pour vocation d‘accompagner ses clients dans leurs projets en proposant des talents et solutions sur mesure.

Le groupe Avanista est composé de deux filiales :

- Avanista, spécialisée dans le domaine de l’IT,
- Avanista Ingénierie, dans les domaines de l’Ingénierie Automobile, Ferroviaire et du Bâtiment.";2012;7 000 000;20 - 99;Cachan, Île-de-France;ESN;https://www.avanista.fr;;;;
ELIADIS;"Eliadis est une société de services qui, dès sa création en 2001, choisit de se spécialiser dans la réalisation de solutions collaboratives à forte valeur ajoutée. Eliadis est une société à taille humaine basée en Ile de France (92), Certifiée Gold Partner Microsoft et Premier Partenaire d’IBM software sur les offres collaboratives de ces éditeurs.
Les sujets qui font le quotidien de notre équipe : conception / mise en place ou refonte / portage  ou migration / maintenance évolutive d'annuaire, messagerie, applications collaboratives diverses, Intranet, Extranet, Réseau social d'entreprise.
Les technologies majoritairement impliquées : dans le monde MS (Active Directory, Exchange & Outlook, Lync, O365, SharePoint, .Net, SQL), dans le monde IBM (Lotus Domino/Notes et produits associés, WebSphere Portal, Connections).";2001;;20 - 99;Rueil-Malmaison, Île-de-France;ESN;http://www.eliadis.com;;;;
EB expertise;"Notre vision s’articule de la façon suivante :
- une mission clairement définie sur laquelle nous restons constament concentré
- des valeurs fortes auxquelle nous ne dérogeons pas
- des ambitions pour le futur
Mission

La mission d’EB expertise est d’aider les organisations à réussir leurs projets.
Le fonctionnement en mode projet devient ou va devenir un mode de fonctionnement de plus en plus répendu au sein des organisations : entreprises, associations, administrations... La gestion de projet et la gestion de portefeuille de projet deviennent des enjeux stratégiques pour les entreprises : une gestion efficace du portefeuille de projets a un impact significatif sur la performance globale de l’entreprise. EB expertise veut aider les organisations à adopter progressivement et efficacement cette discipline.
Valeurs

EB expertise est fondée autour de valeurs fortes qui correspondent à notre façon de travailler :

    Recherche de l’excellence
    Les consultants EB expertise utilisent les meilleures méthodes et s’appuient sur des outils qui sont la référence du marché. La société cherche constament à progresser et à améliorer ses façons de travailler. La capitalisation des compétences est un enjeu fort qui nous permet de toujours apporter le meiller à nos clients.

    Travail en équipe
    En travaillant avec EB expertise, vous bénéficierez de cet état d’esprit et des réalisations qu’il permet. Cette volonté de valoriser le travail d’équipe permet de bénéficier du meilleur de chacun tout en conservant une direction commune. Ce bénéfice est également pour le client qui peut s’appuyer sur les compétences de toute l’entreprise.

    Centrage sur le client
    EB expertise est organisée pour servir au mieux le client, qui est toujours vu comme un partenaire de long terme.

    Performance financière
    La performance financière est le résultat final de notre travail. Elle doit bien sur être présente sur le court terme (sans résultats, il n’y a pas d’entreprise) mais également être analysée sur le long terme (les investissements d’aujourd’hui seront les résultats de demain). Cet équilibre court / long terme est essentiel.

Ambitions

EB expertise souhaite devenir un acteur reconnu de la gestion de portefeuille de projets :

    Qualité des prestations
    La qualité de nos prestation doit toujours être exemplaire. C’est comme cela que nous souhaitons être reconnu et c’est pour cela que nous grandirons chez nos clients.

    Une croissance significative
    La croissance est un élément primordial pour avoir un impact réel sur un nombre croissant de clients et de projets.

    Une expertise reconnue
    Cela passe par des investissements significatifs en formation, en recherche et développement et par des contributions significatives pour participer à l’évolution de cette discipline";;;< 20;Paris, France;ESN;http://www.ebexpertise.com;;;;
PREVENSIA;"PREVENSIA est dirigée par des professionnels aguerris au monde du service, désireux de se donner les moyens d'un développement harmonieux, en phase avec les attentes  de leurs clients et de leurs consultants.

Elle présente deux volets d'activité
- Le premier : l'Edition de logiciels
- Le second : l'Ingénierie et le Conseil en Systèmes d'Information

Sur ce second volet dédié au conseil et à la prestation, Nous nous positionnons sur des prestations qualitatives à forte valeur ajoutée (voir notre site www.prevensia.fr).
Nos recrutements se veulent dans ce cadre sélectifs. Nous souhaitons nous entourer de talents passionnés par leurs métiers, alliant le sens du service et un bon esprit d'équipe.
Nous leur apportons un accompagnement qualitatif, en termes de suivi et dévolution de carrière (choix de missions en accord avec leurs centres d'intérêt pour exemple), et des formations adéquates.";2009;;20 - 99;Vincennes, Île-de-France;ESN;https://www.prevensia.fr;;;;
Cross Border Consulting SA;Notre société est une SSI à fort potentiel dernièrement créée par la volonté et l'expérience de ses associés fondateurs de faire partager à leur clients et consultants leur savoir faire en matière de service (MOE - AMOA - IT - Architecture - Web - Réseau - Sécurité...).;2014;;< 20;Londinières, Normandie;ESN;http://nonappicable.com;;;;
PREREQUIS;"PREREQUIS est une société de conseil qui depuis 2001 a développé une expertise pointue dans les domaines clés de la transformation des organisations et des systèmes d’informations :
- les Applications Oracle : Oracle E-Business Suite et ERP Cloud
- la Business Intelligence
- le Conseil en Organisation et la Conduite du Changement
- l'Assistance à Maîtrise d’Ouvrage 
- un accompagnement sur les compétences individuelles ou collectives au travers d'un centre de formation pluridisciplinaire (BI, Applications Oracle, conduite du changement).

Notre équipe composée de consultants expérimentés partage les mêmes valeurs et s’adapte en permanence à la culture de nos clients.

Nos clients disent des collaborateurs de PREREQUIS :
« Ce sont des femmes et hommes passionnés et experts. Les consultants de PREREQUIS délivrent un travail de qualité en s’adaptant rapidement à nos métiers ». 

Nous sommes convaincus que l’humain doit être au centre de la relation avec les clients et les consultants. A ce titre, PREREQUIS est labélisée LUCIE (norme ISO 26000) depuis 2013.";2001;;20 - 99;Neuilly-sur-Seine, Île-de-France;Cabinet de conseil;https://www.prerequis.com;;;;
UCC EXPERTS;"UCC-Experts est une société de services spécialisée dans la mise en œuvre de solutions de communications sur IP (réseaux IP, Téléphonie, Centre d’appels, Visio Conférence, Communications Unifiées, etc).

Intégration & Debug Troubleshooting";2012;;20 - 99;La Garenne-Colombes, Île-de-France;Start-up;http://www.ucc-experts.fr;;;;
TECH VALLEY;"TECH VALLEY est une société de conseil en Systèmes d'Informations, et d'expertise en ingénierie des Systèmes d'Informations, constituée d'une équipe de consultants et d’experts  (IS & IT).
Nous intervenons dans l'accompagnement des Grands Comptes et des PME secteurs industrie, telecom, finance, sur la transition de l’industrialisation des systèmes d’informations, principalement sur les architectures fonctionnelles, les process de développement et intégration, la Qualité et sécurité des systèmes d’informations, la fiabilité et les performances, ainsi que sur les architectures techniques et opérationnelles, les process de production et changement.
Compétences principales : AMOA / Direction et gestion de projet ;  Architecture IS et IT ; Ingénierie application et web application (java, .net, Html5, bases de données) ; Ingénierie application mainframe (AS400 ; MVS) ; Conseil business solutions (ERP, PLM, GED, CRM, BI, EAI) , Ingénierie infrastructure, exploitation ; Support méthode et qualité.";2013;;20 - 99;Perpignan, Occitanie;Cabinet de conseil;https://www.techvalley.fr;;;;
insight conseils;"Cabinet de Conseil et Délégation de compétences, basé à Lille et Lyon.
Notre cabinet fédère une communauté de cadres spécialisés, identifiés pour leur savoir-faire et pour leur capacité à intervenir rapidement au service de vos projets.";2010;;< 20;Lille, Hauts-de-France;Cabinet de conseil;http://www.insight-conseils.com;;;;
ALTYLIS France;"Notre métier est de conseiller et d’assister nos clients grands comptes et PME, sur des projets d’envergure dans un environnement technique en perpétuelle évolution.
Nous intervenons sur toutes les phases d’un projet informatique afin d’assurer la ma�trise d’œuvre ou la maîtrise d’ouvrage des différents projets et évolution du système d’information de nos clients. Très présent dans les secteurs Bancaire et les Télécommunications, nos consultants et ingénieurs sont des experts qui vous conseillent dans l’intégration ou la conception de solutions à forte valeur ajoutée.
ALTYLIS France accompagne au quotidien ses clients dans la gestion de leur système d’information et leur propose des architectures pérennes et performantes.
La relation avec nos clients repose sur des valeurs fortes :

La confiance, l’écoute, la compétence, l’expertise et l’engagement.";2004;;20 - 99;Paris, France;ESN;http://altylis.com;;;;
HOXTON PARTNERS;"Hoxton Partners , une société spécialisée depuis 2012 dans le placement de consultants Freelances IT.
Nos domaines d'expertises sont: Développements nouvelles technologies, ERP, infrastructures.";2012;;< 20;Neuilly-sur-Seine, Île-de-France;Cabinet de recrutement / placement;https://hoxtonpartners.com;;;;
2M-Advisory;2M-ADVISORY est un cabinet de conseil en management qui accompagne les acteurs de la Banque et de l’Assurance dans la définition et la mise en œuvre de leurs projets de transformation. Cultivant une approche du conseil pragmatique et flexible, 2M-ADVISORY est un partenaire privilégié des principaux acteurs bancaires et financiers.;;;20 - 99;Paris, France;Cabinet de conseil;https://www.2m-advisory.fr;;;;
Agyla;"Agyla est une ESN experte en technologies Cloud et DevOps. 
Nous sommes AWS Advanced consulting partner
Nos autres technologies phares: AWS, Azure, GCP, Docker, Kubernetes, Ansible, Jenkins, Terraform, Packer, Python";2013;;20 - 99;Paris, France;ESN;https://www.agyla.com;;;;
JEMS S.A;"JEMS est un acteur Datacentric et de la transformation digitale qui offre à ses clients une vision 4D : Design Thinking, Data, Digital, DevOps, concrétisée par un projet livré clé en main, où la forte compétence technique est la norme et la culture Design Thinking/ Agile est un must.

Le data management, la data intelligence, le Big Data sont l’ADN de l’équipe Datafactory. Le digital regroupe pour nos consultants passionnés, les plateformes web, les solutions métiers, les apps mobiles et l’UX/Design. L’équipe DevOps est spécialiste de l’infrastructure management IAAS, du PAAS, de l’architecture Cloud et de la cybersécurité.

L’obsession du partage fédère nos équipes autour de formations, certifications, ateliers, meet up et coffee talks. Grâce aux idées de chacun, le lab JEMS est un véritable lieu d’idéation et une source d’innovation. Il est l’accélérateur de projets pour nos clients et a donné naissance à de nouvelles offres en datascience, véhicule autonome, industrie 4.0, blockchain ou encore IOT.

La finance est le domaine de prédilection de JEMS depuis 2002, rejointe par l’industrie 4.0, l’Agro, le Retail et beaucoup d’autres.

450 Crafts(wo)men vous attendent pour repousser les limites et casser les codes.

Prêt à défier Florian, notre champion de baby-foot ? Nicolas, l’as de Fifa 2018 ? Ou Alexis, le King-pong ?
Prêt à construire avec Dominic une ville de Lego grâce à son coaching Design Thinking ?
Prêt à parler de votre passion au prochain coffee talk ?
Voyez la vie en rose, voyez la vie en JEMS !";2002;;250 - 999;Neuilly-sur-Seine, Île-de-France;Cabinet de conseil;https://www.jems-group.com/;;;;
LOVOTECH;"Fondée en 2012, Lovotech est une ESN conviviale à taille humaine (un peu plus de 20 salariés).

Nous proposons des prestations d'ingénierie en informatique dans le but de répondre aux défis technologiques et d'innovation de nos clients. Nous réalisons nos prestations essentiellement pour des Grands comptes ou des PME. Nous travaillons dans des secteurs variés (Banque, e-commerce, médias, Energie ...)";2012;;20 - 99;Montigny-le-Bretonneux, Île-de-France;ESN;https://www.lovotech.fr;;;;
IVIDATA;"IVIDATA GROUP est un éditeur de solutions spécialisées dans le BIG DATA. Nous répondons à l’ensemble des activités client afférentes (capture de données variées, stockage, traitement, analyse, restitution, marketing digital, réseaux sociaux…) à l’aide de nos outils.

Fort d’une équipe Recherche et Développement, IVIDATA GROUP participe à l’ensemble des projets d’avenir autour de l’innovation dans le domaine du BIG DATA. Le fait que nous portions des projets R&D, nos relations Ecoles ciblées, ainsi que notre présence dans certains pays à forte innovation nous permet d’être un véritable Hub Technologique.

Avec un positionnement multisectoriel et transversal, IVIDATA GROUP adresse l’ensemble de ses offres, packagées par filiale, avec des expertises ciblées autour de nos outils. L’ensemble des filiales du Groupe peuvent intervenir de façon autonome ou en transversalité afin de répondre à des problématiques plus globales.";2013;;250 - 999;Levallois-Perret, Île-de-France;ESN;https://www.ividata.com;;;;
ITIPART Group;"ITIpart Group conseille et accompagne depuis plus de 10 ans ses Clients dans leurs projets de transformation digitale et d’innovation. Nos services reposent sur l’expertise d’hommes et de femmes engagés à mettre en œuvre leurs talents et savoir-faire pour la réussite de la mutation numérique de nos clients et la concrétisation de leurs projets. 
ITIpart Group associe dans une même chaine de valeur :
- Conseil en stratégie digitale
- Assistance à la maitrise d’ouvrage et conduite de projets
- Dématérialisation des processus
- Gouvernance des données et les Big Data
- Mise en œuvre end-to end des projets (Devops, réalisation, test)
Grâce à son Digital Factory, ITIpart Groupe aborde avec confiance des sujets innovants en mode précurseur ce qui lui a valu l’agrément Entreprise Innovante en 2019.";;;20 - 99;Paris, France;ESN;https://www.itipart.com;;;https://www.linkedin.com/company/itipart/mycompany;
OPERA Partners;"Nos clients sont des groupes internationaux, soumis à des pressions de flexibilité, d'adaptabilité et de réactivité, nécessitant de faire appel à des partenaires de qualité.
OPERA Partners fournit à ses clients une expertise, un professionnalisme et une disponibilité qui en font un partenaire privilégié dans la gestion des processus, la mise en place et l'évolution du systéme d'informations SAP.";2006;;< 20;Paris, France;Cabinet de conseil;https://www.opera-partners.fr;;;;
H DISPO INFO;HG Consulting est une société de conseil en système d'information , travaillant en collaboration avec d'autre sociétés de la place parisienne, afin d'identifier des projets de conseils et d'autre part répondre aux besoins d'assistance technique au près de grand compte.;2011;;< 20;Courbevoie, Île-de-France;ESN;https://hgconsulting.com;;;;
INFOGENE;"Infogene c’est avant tout une ESN Engagée, Responsable et Conquérante.

Engagée par son adhésion au Pacte mondiale de l’ONU ; certifié par Ecovadis pour son engagement RSE

Responsable du bien-être de ses collaborateurs ; labellisé Happy Index at Work

Et conquérante par sa croissance, 9 ans d’existence, 600 collaborateurs, 2 centres de services et une agence digitale, 53M€ de CA en 2021, 62M€ prévu en 2022

Une présence sur Paris, Lyon, Lille, Bordeaux et Lausanne.

9 pôles d’expertise : Digital, Data Management, Gestion de projet IT, Sécurité de l’information, SAP Supply Chain, Validation SI, LIMS & ELN, Affaires réglementaires, Affaires cliniques

Nous accompagnons nos clients dans leur transformation digitale en étant convaincus que les nouvelles technologies peuvent apporter un changement positif dans notre société.

Résolument tourné vers l’humain, nous mettons l’épanouissement de nos collaborateurs au centre de nos actions. 

Venez rejoindre notre grande aventure collective : www.infogene.fr";2013;;250 - 999;Neuilly-sur-Seine, Île-de-France;ESN;https://www.infogene.fr;;;;
Calytis;"Nos domaines de prédilection sont l’Assistance à Maîtrise d’Ouvrage la Qualification Logicielle. Nous travaillons historiquement dans le secteur assurance, mutuelle et retraite ainsi que le domaine bancaire, pharmaceutique et vente en ligne
 
-       Les prestations de notre offre MOA sont les suivantes :
·         Gestion de projet et gestion d’Exigences pour structurer l’intégralité des projets dans une démarche (étude préalable, étude d’opportunité, évolution des processus métiers, cadrage de projet, suivi de conception, recette, déploiement)
·         Bonnes pratiques (CMMI, ITIL,COBIT …), projet conformité réglementaire Solvency 2, Bâle2 et 3 (contrôle interne, risque opérationnel, …)
·         Assistance à Maîtrise d’Ouvrage
·         Pilotage et coordination de projet
·         Conduite du changement
·         Planification, PMO
·         Direction de projet
 
-       Les prestations de notre offre Qualification Logicielle sont les suivantes :
·         Méthodologie de test et de recette,
·         Optimisation des processus de Qualification
·         Tests de non régression fonctionnels
·         Constitution des jeux de données
·         Gestion de configuration,
·         Automatisation des tests (Quality Center, Quicktest Pro, Jira, Selenium, Visual Studio, LoadRunner, Performance center)
·         Nous sommes partenaires HP Mercury";2011;;20 - 99;Paris, France;Cabinet de conseil;https://www.calytis.com;;;;
ARENA SI;"Le cabinet de conseil ARENA est spécialisé dans les secteurs de la Banque et de la Finance.

Depuis 2008, notre bonne connaissance du monde bancaire, nous accompagnons nos clients Grands Comptes vers la réussite de projets ambitieux et exigeants. Nos consultants interviennent en assistance à maîtrise d’ouvrage et apportent aux équipes projet des compétences fonctionnelles, techniques et méthodologiques pointues.";2005;;< 20;Paris, France;Cabinet de conseil;http://www.arena-si.fr;;;;
DJIDJI;"Infolor et Work Agency sont des sociétés de notre groupe spécialisées dans le recrutement de profils informatique.  
---
Infolor est notre ESN (Entreprise de Services du Numérique) spécialisée dans la digitalisation de vos processus métiers. Nous accompagnons depuis presque 20 ans de nombreux clients Industriels, Grande Distribution, Médias & télécommunication, Banque-Assurance et Communication & numérique. Nos consultants évoluent sur des missions enrichissantes 
---
Work Agency est notre société de recrutement temporaire et spécialisée dans les métiers à forte technicité. 
- L’ingénierie industrielle (bureaux d’études, informatique…)
- L’IT et les télécommunications
- La maintenance industrielle
- Les Carrières Commerciales et ADV
Nos consultants en recrutement sont des experts métiers capables d’identifier vos problématiques pour mieux vous aider à les résoudre.


Nous contacter par tel :
- Infolor 01 49 85 19 94
- Work Agency 01 81 80 15 94";2003;;20 - 99;Montrouge, Île-de-France;ESN;https://infolor.fr;;;;
UCASE CONSULTING;"ESN, Conseil  & Services spécialisée en Business Intelligence et Intégration de données (spécialisation Informatica & Microsoft BI)
•Conseil
•Assistance à Maîtrise d’ouvrage
•Conception des architectures décisionnelles
•Conception,  modélisation Datawarehouse / Datamart
•Définition des règles d’alimentation - Développement des flux
•Reporting , tableaux de bord
•Formation et accompagnement";2009;;20 - 99;;Cabinet de conseil;https://www.ucase-consulting.com/;;;;
net6tem;"Net6tem est un groupe spécialisé dans le sourcing de compétences et la prestation intellectuelle de haut niveau. 

De part de leur expertise, leur expérience, leur flexibilité et leur nombre croissant, les travailleurs indépendants représentent aujourd'hui une ressource quasi incontournable.

Profitez de nos référencements grands comptes pour trouver la mission idéale.";2006;;20 - 99;Paris, France;Sourcing / chasseur de têtes;https://net6tem.com;;;;
01-TECHNOLOGIES;"Le Groupe 01 Technologies est une SSII de taille humaine (100 personnes).

Nous sommes référencés auprès des plus grands Groupes Banque/Assurance tels BNP Paribas, Société Générale, Generali ou encore Pacifica et des Services comme FNAC-DARTY, ou France Télévision.

Notre activité se decoupe en 3 poles:

AMOA:
CDP MOA, Assistant à maîtrise d’ouvrage, homologateur,…
Nous travaillons sur des problématiques métiers (du Front Office au Back Office), applicatives (progiciels Murex, Summit, Sophis, Kondor, Decalog,…) et légales (nouvelles normes, lois, mesures de sécurité).
Nous avons aussi developpé une expertise autours des Moyens de Paiements : SWIF, SEPA, Monétique, etc....

MOE:
Nous intervenons sur toutes les phases du projet : 
Maîtrise d’œuvre (client/serveur, NTIC, Mainframe, langage objet …), Directeur de projet, Chef de projet, Ingénieur d’études et développement.

Infrastructure & production:
Ingénieurs systèmes, réseaux, d’Administrateurs, d’Analystes d’exploitation et de Techniciens.";;10 Millions d'Euros;100 - 249;Saint-Mandé, Île-de-France;ESN;https://www.01-technologies.com;;;;
EFFIXIO;"Créée en 2009, Effixio est une ESN à taille humaine de 50 collaborateurs qui interviennent auprès d’une clientèle grands comptes sur quatre lignes de services : PMO, HCM, NTIC et INFRA.

Nous donnons aux candidats l’opportunité de rejoindre une entreprise dynamique qui offre les moyens de révéler ses talents et accroître ses capacités.

Au sein d’une entreprise conviviale, vous pourrez monter en compétences sur la vente de valeur auprès d’une cible grands comptes et profiter de véritables opportunités d’évolution";2009;;20 - 99;Boulogne-Billancourt, Île-de-France;ESN;http://www.effixio.com;;;;
Proxiad;PROXIAD est une Entreprise de Service Numérique de plus de 550 collaborateurs, spécialisée dans les technologies nouvelles et innovantes. Elle intervient dans les domaines de la banque, des télécoms, de l’industrie et des services. PROXIAD est implantée en France (Paris, Lille, Nantes, Rouen, Strasbourg, Lyon) et en Bulgarie.;1997;;250 - 999;Paris, France;ESN;http://proxiad.com;;;;
OMICRONE;"OMICRONE est une société de conseil et ingénierie en nouvelles technologies accompagnant ses clients dans la conception, le développement et la maintenance de leurs applications.
Notre mission est de permettre à nos clients de concevoir, développer et lancer de nouveaux produits et services dans des conditions optimales et augmenter ainsi la performance commerciale par l'amélioration de ses systèmes d'information.";2011;;20 - 99;La Garenne-Colombes, Île-de-France;ESN;https://www.omicrone.fr;;;;
